Rank,Original_Feature,Importance,Importance_Percent
1,resting_heart_rate,0.18348066365709612,18.348066365709613
2,hrv,0.15980279250517448,15.980279250517448
4,day_strain,0.09988993910749214,9.988993910749214
6,calories_burned,0.04722384666928086,4.722384666928086
13,sleep_efficiency,0.014034783127311878,1.4034783127311878
20,sleep_hours,0.00752116609951865,0.752116609951865
